0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,7.563074460198685456e-01,0.000000000000000000e+00,1.293760000001924482e+00,0.000000000000000000e+00,5.061871733605449464e+01,6.000000000000000000e+00
2.000000000000000000e+00,8.164521570306798592e-01,8.104208489025224726e-02,1.309420000002027074e+00,6.428779188473723316e+00,4.979120173327155641e+01,6.428779188473723316e+00
3.000000000000000000e+00,1.065889416705365189e+00,4.360682701160622510e-01,1.532280000003487075e+00,1.285755837694744663e+01,4.073960024707258043e+01,1.285755837694744663e+01
4.000000000000000000e+00,1.228091152578403955e+00,6.581892909494140298e-01,1.750450000004916351e+00,1.928633756542117084e+01,3.483964897131310323e+01,1.928633756542117084e+01
5.000000000000000000e+00,1.387061528292717005e+00,8.862554490346942204e-01,1.975970000006393779e+00,2.571511675389489326e+01,3.040310850586197944e+01,2.571511675389489326e+01
6.000000000000000000e+00,1.462769025766330167e+00,1.001689632784750206e+00,2.085760000007113035e+00,2.871511675389489326e+01,2.864893488735781801e+01,2.871511675389489326e+01
7.000000000000000000e+00,2.251639787731565256e+00,2.233509018294133064e+00,2.085760000007113035e+00,2.871511675389489326e+01,2.864893488735781801e+01,2.871511675389489326e+01
8.000000000000000000e+00,9.062975187403422561e-01,0.000000000000000000e+00,1.532280000003487075e+00,0.000000000000000000e+00,4.073960024707258043e+01,1.285755837694744663e+01
9.000000000000000000e+00,1.277593347768294363e+00,3.228082134014107485e-01,1.750450000004916351e+00,6.428779188473723316e+00,3.483964897131310323e+01,1.928633756542117084e+01
1.000000000000000000e+01,1.543500673487598007e+00,5.644646696700966748e-01,1.975970000006393779e+00,1.285755837694744663e+01,3.040310850586197944e+01,2.571511675389489326e+01
1.100000000000000000e+01,1.821758488861118241e+00,8.396938051133362446e-01,2.215910000007965674e+00,1.928633756542117084e+01,2.682595693674632642e+01,3.214389594236861569e+01
1.200000000000000000e+01,1.966223090145411856e+00,1.003528429951301204e+00,2.334550000008742909e+00,2.571511675389489326e+01,2.536277047254145245e+01,3.514389594236861569e+01
1.300000000000000000e+01,3.409944741132192370e+00,2.791339981598913500e+00,2.334550000008742909e+00,2.571511675389489326e+01,2.536277047254145245e+01,3.514389594236861569e+01
1.400000000000000000e+01,1.850322269180296741e+00,0.000000000000000000e+00,1.975970000006393779e+00,0.000000000000000000e+00,3.040310850586197944e+01,2.571511675389489326e+01
1.500000000000000000e+01,2.326208094816368810e+00,2.953943885791527890e-01,2.215910000007965674e+00,6.428779188473723316e+00,2.682595693674632642e+01,3.214389594236861569e+01
1.600000000000000000e+01,2.862281292154809975e+00,6.702549601818957870e-01,2.476500000009672853e+00,1.285755837694744663e+01,2.381568020705693201e+01,3.857267513084234167e+01
1.700000000000000000e+01,3.244273159108924887e+00,9.786439973129509307e-01,2.684600000011036158e+00,1.928633756542117084e+01,2.186957114719244899e+01,4.328706472507919756e+01
1.800000000000000000e+01,6.592034964678618714e+00,3.904840362592975289e+00,2.684600000011036158e+00,1.928633756542117084e+01,2.186957114719244899e+01,4.328706472507919756e+01
1.900000000000000000e+01,3.053442645592300941e+00,0.000000000000000000e+00,2.476500000009672853e+00,0.000000000000000000e+00,2.381568020705693201e+01,3.857267513084234167e+01
2.000000000000000000e+01,3.935645364997422568e+00,4.250565211059191828e-01,2.764520000011559731e+00,6.428779188473723316e+00,2.120626101986141165e+01,4.500145431931606765e+01
2.100000000000000000e+01,4.702556927186480884e+00,8.649843969496192608e-01,3.042630000013381686e+00,1.285755837694744663e+01,1.918764703605010524e+01,5.057303871067135503e+01
2.200000000000000000e+01,1.126146219311888075e+01,4.970642284375864861e+00,3.042630000013381686e+00,1.285755837694744663e+01,1.918764703605010524e+01,5.057303871067135503e+01
2.300000000000000000e+01,5.340346796153141895e+00,0.000000000000000000e+00,3.088200000013680224e+00,0.000000000000000000e+00,1.889369005681241376e+01,5.143023350778979363e+01
2.400000000000000000e+01,6.781853501843102094e+00,5.571519005600531482e-01,3.431820000015931349e+00,6.428779188473723316e+00,1.694122601612344425e+01,5.743041529770430031e+01
2.500000000000000000e+01,1.901806546949811860e+01,5.844630062418468164e+00,3.431820000015931349e+00,6.428779188473723316e+00,1.694122601612344425e+01,5.743041529770430031e+01
2.600000000000000000e+01,9.240595354689252972e+00,0.000000000000000000e+00,3.857970000018723145e+00,0.000000000000000000e+00,1.502281626105789236e+01,6.385919448617802630e+01
2.700000000000000000e+01,3.101835872939620842e+01,5.844630062418468164e+00,3.857970000018723145e+00,0.000000000000000000e+00,1.502281626105789236e+01,6.385919448617802630e+01
